0,0.01644,-0.0142,0.0014327
7.8125e-05,0.013822,-0.015707,0.001504
0.00015625,0.019431,-0.016963,0.0014327
0.00023437,0.003726,-0.017248,0.001549
0.0003125,0.022049,-0.0098402,0.0018639
0.00039063,0.027658,-0.011074,0.0022538
0.00046875,0.017188,-0.012678,0.0025125
0.00054688,0.022049,-0.0035082,0.0032961
0.000625,0.010083,-0.019959,0.0033636
0.00070312,0.014944,-0.011179,0.0032323
0.00078125,0.014196,-0.0055589,0.0038135
0.00085938,-0.0015092,-0.0073134,0.0038322
0.0009375,0.0048478,-0.0097203,0.0044283
0.0010156,0.012327,-0.024143,0.003821
0.0010938,0.0085872,-0.00060643,0.0047695
0.0011719,0.01831,-0.032158,0.0042371
0.00125,0.011953,0.0053732,0.0042371
0.0013281,0.009709,-0.027142,0.0051182
0.0014062,0.013448,-0.0033657,0.0032623
0.0014844,0.003352,-0.0036131,0.0061867
0.0015625,0.0044739,-0.040428,0.0028912
0.0016406,0.0085872,0.045608,0.0063741
0.0017188,0.033641,-0.11212,0.0029736
0.0017969,0.010831,0.10949,0.0043983
0.001875,0.022049,-0.22306,0.0056955
0.0019531,-0.0018831,0.43345,0.00029674
0.0020313,0.027284,2.7462,0.14934
0.0021094,0.20266,3.0117,0.38696
0.0021875,0.28904,2.7538,0.56911
0.0022656,0.44011,2.9393,0.74651
0.0023437,0.54855,2.7808,0.90103
0.0024219,0.60277,2.8518,1.0349
0.0025,0.62521,2.6957,1.1555
0.0025781,0.54257,2.6594,1.2544
0.0026563,0.50069,2.5969,1.3431
0.0027344,0.50368,2.5141,1.4156
0.0028125,0.37168,2.4701,1.4775
0.0028906,0.0044739,2.3442,1.5262
0.0029688,-0.21877,2.3022,1.5641
0.0030469,-0.077793,2.1809,1.5923
0.003125,-0.051243,2.0825,1.6117
0.0032031,-0.39863,1.9762,1.6244
0.0032812,-0.48539,1.8603,1.6248
0.0033594,-0.21204,1.7897,1.6158
0.0034375,-0.060217,1.6678,1.5997
0.0035156,-0.11369,1.5729,1.5759
0.0035938,-0.01011,1.4946,1.5453
0.0036719,-0.034042,1.3838,1.5066
0.00375,-0.30552,1.2752,1.4596
0.0038281,-0.096116,1.1646,1.4056
0.0039063,-0.079288,1.04,1.3467
0.0039844,-0.34404,0.90218,1.2818
0.0040625,-0.25766,0.78074,1.2115
0.0041406,-0.26887,0.63868,1.1344
0.0042188,-0.46183,0.53215,1.0506
0.0042969,-0.54559,0.41347,0.96525
0.004375,-0.5512,0.27893,0.87435
0.0044531,-0.68656,0.15821,0.78068
0.0045312,-0.7191,-0.027614,0.67626
0.0046094,-0.68058,-0.14325,0.56588
0.0046875,-0.78902,-0.35009,0.44702
0.0047656,-0.68432,-0.43889,0.32082
0.0048437,-0.44687,-0.63292,0.19915
0.0049219,-0.2771,-0.78384,0.058488
0.005,0.023545,-0.17235,-0.010497
0.0050781,0.27221,0.045776,0.0052419
0.0051563,0.38589,-0.08698,0.0030936
0.0052344,0.42665,0.0038886,0.0030749
0.0053125,0.29054,-0.046502,0.0045033
0.0053906,0.21276,-0.014545,0.0020926
0.0054688,0.10095,-0.023483,0.0045295
0.0055469,-0.08041,-0.025721,0.0023925
0.005625,-0.083402,-0.0078645,0.003611
0.0057031,-0.10098,-0.025901,0.0028499
0.0057812,-0.14585,-0.0079245,0.0029024
0.0058594,-0.03105,-0.023487,0.0029774
0.0059375,0.18696,-0.017278,0.0023925
0.0060156,0.33578,-0.015171,0.002715
0.0060938,0.46479,-0.016978,0.0022576
0.0061719,0.61287,-0.011224,0.002295
0.00625,0.5493,-0.014125,0.0019464
0.0063281,0.44572,-0.015584,0.0018714
0.0064063,0.43263,-0.014407,0.0016202
0.0064844,0.30362,-0.011756,0.001324
0.0065625,0.21425,-0.01194,0.0012715
0.0066406,0.21201,-0.012041,0.00093035
0.0067187,0.16452,-0.01194,0.00080288
0.0067969,0.077392,-0.010676,0.00084412
0.006875,0.017562,-0.0090979,0.00079538
0.0069531,-0.030676,-0.012753,0.00082162
0.0070313,-0.16006,-0.017241,0.00075789
0.0071094,-0.20942,-0.012603,0.00064916
0.0071875,-0.23821,-0.0099677,0.00070165
0.0072656,-0.33469,-0.010834,0.00085912
0.0073438,-0.37769,-0.009949,0.00082537
0.0074219,-0.39377,-0.0095216,0.00062667
0.0075,-0.31375,-0.006886,0.00082162
0.0075781,-0.24569,-0.0073097,0.0010166
0.0076562,-0.13762,-0.0082544,0.00097909
0.0077344,0.022423,-0.0098515,0.00093035
0.0078125,0.034763,-0.01056,0.00080288
0.0078906,0.014944,-0.0064474,0.00079538
0.0079688,-0.063957,-0.0084606,0.0010316
0.0080469,-0.15856,-0.010185,0.00093785
0.008125,-0.21017,-0.0072384,0.00072415
0.0082031,-0.26401,-0.0059863,0.00091535
0.0082813,-0.26514,-0.0088055,0.00059293
